Product,Category,Brand,Description,Cost_Price,Sale_Price,"Image url",Date,Customer_Type,Discount_Band,Units_Sold,Total_Revenue,Total_Cost,Month,Year,Discount_Band,Discount,Total_Revenue_After_Discount
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Government," Low ",29,4901,3422,January,2023,Medium,10,4410.90
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Government," Low ",29,4901,3422,January,2023,Low,6,4606.94
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Government," Low ",29,4901,3422,January,2023,None,0,4901.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",27,4563,3186,January,2023,High,5,4334.85
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",27,4563,3186,January,2023,Medium,10,4106.70
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",27,4563,3186,January,2023,Low,6,4289.22
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",27,4563,3186,January,2023,None,0,4563.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,High,5,1766.05
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,Medium,10,1673.10
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,Low,6,1747.46
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,None,0,1859.00
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,High,5,1766.05
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,Medium,10,1673.10
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,Low,6,1747.46
"Scarlett 2i2","Audio Interface",Focusrite,"A compact USB audio interface with two inputs, allowing users to connect microphones and instruments for high-quality audio recording. Known for its ease of use and low-latency performance, it’s a staple in beginner and professional setups alike.",118,169,https://absentdata.com/wp-content/uploads/2024/11/focusrite-scarlett-2i2-2-removebg-preview.png,"2023-01-12 00:00:00",Creator," Low ",11,1859,1298,January,2023,None,0,1859.00
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,High,5,2079.55
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,Medium,10,1970.10
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,Low,6,2057.66
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,None,0,2189.00
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,High,5,2079.55
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,Medium,10,1970.10
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,Low,6,2057.66
"AudioBox USB 96 Studio","Recording Bundle",PreSonus,"A complete recording bundle that includes an audio interface, M7 condenser microphone, headphones, and software. This all-in-one package is designed for musicians, podcasters, and streamers looking for an affordable, portable recording setup.",90,199,https://absentdata.com/wp-content/uploads/2024/11/AudioBox-USB-96-Studio.png,"2023-01-12 00:00:00",Creator," Low ",11,2189,990,January,2023,None,0,2189.00
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-12 00:00:00",Enterprise," Low ",27,3753,2619,January,2023,High,5,3565.35
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-12 00:00:00",Enterprise," Low ",27,3753,2619,January,2023,Medium,10,3377.70
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-12 00:00:00",Enterprise," Low ",27,3753,2619,January,2023,Low,6,3527.82
"QuadCast S","Streaming Microphone",HyperX,"A USB condenser microphone featuring customizable RGB lighting, tap-to-mute functionality, and four polar patterns for versatile recording options. Ideal for gaming, streaming, and content creation.",97,139,https://absentdata.com/wp-content/uploads/2024/11/hyper_x_color_gif.gif,"2023-01-12 00:00:00",Enterprise," Low ",27,3753,2619,January,2023,None,0,3753.00
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-12 00:00:00","Small Business"," Low ",19,2831,1976,January,2023,High,5,2689.45
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-12 00:00:00","Small Business"," Low ",19,2831,1976,January,2023,Medium,10,2547.90
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-12 00:00:00","Small Business"," Low ",19,2831,1976,January,2023,Low,6,2661.14
"Arctis 7P+","Wireless Gaming Headset",SteelSeries,"A wireless gaming headset with excellent sound quality and long battery life, designed specifically for compatibility with PlayStation 5. It features a retractable microphone, comfortable ear cushions, and a durable build.",104,149,https://absentdata.com/wp-content/uploads/2024/11/Arc_Headset-removebg-preview.png,"2023-01-12 00:00:00","Small Business"," Low ",19,2831,1976,January,2023,None,0,2831.00
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",13,2977,2080,January,2023,High,5,2828.15
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",13,2977,2080,January,2023,Medium,10,2679.30
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",13,2977,2080,January,2023,Low,6,2798.38
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",13,2977,2080,January,2023,None,0,2977.00
NT1-A,"Condenser Microphone",Rode,"A popular condenser microphone known for its low self-noise and clear sound quality, perfect for vocal and instrument recordings. It comes with a shock mount and pop filter, making it a great choice for home studios.",160,229,https://absentdata.com/wp-content/uploads/2024/11/nt-1_image-removebg-preview.png,"2023-01-12 00:00:00",Enterprise," Low ",17,3893,2720,January,2023,High,5,3698.35
